ranamNP	B-movie.name
	
rockyJJ	B-movie.name
actorNN	O
	
whatWP	O
actorNN	O
playedVVN	O
inIN	O
theDT	B-movie.name
amazingJJ	I-movie.name
spiderNN	I-movie.name
manNN	I-movie.name
	
whoWP	O
areVBP	O
theDT	O
actorsNNS	O
inIN	O
captainNN	B-movie.name
americaNN	I-movie.name
	
whoWP	O
starredVVD	O
inIN	O
captainNN	B-movie.name
americaNN	I-movie.name
	
whoWP	O
wasVBD	O
inIN	O
theDT	O
movieNN	O
captainNN	B-movie.name
americaNN	I-movie.name
	
whoWP	O
wereVBD	O
theDT	O
castNN	O
membersNNS	O
inIN	O
theDT	B-movie.name
hobbistNN	I-movie.name
	
showVV	O
mePP	O
theDT	O
actorNN	O
ofIN	O
theDT	O
movieNN	O
varshamNN	B-movie.name
	
whichWDT	O
femaleJJ	O
actorsNNS	O
starredVVN	O
inIN	O
hitchNN	B-movie.name
	
canMD	O
iNNS	O
seeVV	O
theDT	O
castNN	O
andCC	O
crewNN	O
forIN	O
theDT	O
movieNN	O
inIN	B-movie.name
julyRB	I-movie.name
	
listNN	O
castNN	O
andCC	O
crewNN	O
inIN	B-movie.name
julyRB	I-movie.name
	
whoWP	O
starsVVZ	O
inIN	O
inIN	B-movie.name
julyNN	I-movie.name
	
whoWP	O
starsVVZ	O
inIN	O
inIN	B-movie.name
julyNN	I-movie.name
	
rollNN	O
creditsNNS	O
forIN	O
topJJ	B-movie.name
gunNN	I-movie.name
	
showVV	O
mePP	O
theDT	O
actorNN	O
ofIN	O
theDT	O
movieNN	O
sirisiriNN	B-movie.name
muvvaNN	I-movie.name
	
rockyJJ	B-movie.name
2CD	O
actorNN	O
	
whoWP	O
isVBZ	O
chewbakkaNN	B-character.name
	
whoWP	O
staredVVD	O
inIN	O
iNP	B-movie.name
loveNN	I-movie.name
lucyNN	I-movie.name
	
apolloNN	B-movie.name
thirteenCD	I-movie.name
castNN	O
membersNNS	O
	
canMD	O
youPP	O
tellVV	O
mePP	O
moreJJR	O
aboutIN	O
theDT	O
castNN	O
andCC	O
crewNN	O
ofIN	O
theDT	O
movieNN	O
apolloNN	B-movie.name
thirteenCD	I-movie.name
	
castNN	O
andCC	O
crewNN	O
forIN	O
apolloNN	B-movie.name
thirteenCD	I-movie.name
	
castmembersNNS	O
ofIN	O
apolloNN	B-movie.name
thirteenCD	I-movie.name
	
completeJJ	O
castNN	O
andCC	O
crewNN	O
ofIN	O
apolloNN	B-movie.name
thirteenCD	I-movie.name
	
findVV	O
forIN	O
informationNN	O
aboutIN	O
theDT	O
castNN	O
ofIN	O
appoloNP	B-movie.name
thirteenCD	I-movie.name
	
findVV	O
infoNN	O
onIN	O
theDT	O
crewNN	O
ofIN	O
apolloNN	B-movie.name
thirteenCD	I-movie.name
	
giveVV	O
mePP	O
moreJJR	O
factsNNS	O
aboutIN	O
theDT	O
castNN	O
andCC	O
crewNN	O
ofIN	O
theDT	O
movieNN	O
apolloNN	B-movie.name
thirteenCD	I-movie.name
	
iNNS	O
needVVP	O
toTO	O
knowVV	O
inIN	O
detailNN	O
aboutIN	O
theDT	O
castNN	O
andCC	O
crewNN	O
ofIN	O
theDT	O
movieNN	O
apolloNN	B-movie.name
thirteenCD	I-movie.name
	
iNNS	O
wantVVP	O
toTO	O
findVV	O
informationNN	O
aboutIN	O
theDT	O
castNN	O
ofIN	O
apolloNN	B-movie.name
thirteenCD	I-movie.name
	
showVV	O
mePP	O
moreJJR	O
informationNN	O
aboutIN	O
theDT	O
castNN	O
andCC	O
crewNN	O
ofIN	O
theDT	O
movieNN	O
apolloNN	B-movie.name
thirteenCD	I-movie.name
	
whatWP	O
actorsNNS	O
wereVBD	O
inIN	O
dirtyJJ	B-movie.name
dancingNN	I-movie.name
	
showVV	O
mePP	O
theDT	O
actorsNNS	O
inIN	O
captainNN	B-movie.name
americaNN	I-movie.name
	
showVV	O
mePP	O
gildaNP	B-movie.name
'sPOS	O
creditsNNS	O
	
iNP	O
canMD	O
'tNP	O
rememberVV	O
theDT	O
leadJJ	O
guyNN	O
inIN	O
theDT	B-movie.name
avengersNNS	I-movie.name
	
showNN	O
castVVD	O
listNN	O
forIN	O
theDT	B-movie.name
avergersNNS	I-movie.name
	
whoWP	O
playsVVZ	O
nemoNN	B-character.name
inIN	O
findingVVG	B-movie.name
nemoNN	I-movie.name
	
findVV	O
castNN	O
andCC	O
crewNN	O
forIN	O
theDT	O
movieNN	O
findingVVG	B-movie.name
nemoNN	I-movie.name
	
showVV	O
mePP	O
theDT	O
castNN	O
andCC	O
crewNN	O
forIN	O
findingVVG	B-movie.name
nemoNN	I-movie.name
	
showVV	O
mePP	O
theDT	O
castNN	O
ofIN	O
findingVVG	B-movie.name
nemoNN	I-movie.name
	
whoWP	O
areVBP	O
theDT	O
mainJJ	O
voicesNNS	O
inIN	O
findingVVG	B-movie.name
nemoNN	I-movie.name
	
whoWP	O
starredVVD	O
inIN	O
findingVVG	B-movie.name
nemoNN	I-movie.name
	
whoWP	O
starsVVZ	O
inIN	O
findingVVG	B-movie.name
nemoNN	I-movie.name
	
whoWP	O
wasVBD	O
theDT	O
mainJJ	O
characterNN	O
inIN	O
menNNS	B-movie.name
inIN	I-movie.name
blackJJ	I-movie.name
3CD	I-movie.name
	
canNN	O
iNNS	O
seeVVP	O
theDT	O
creditsNNS	O
forIN	O
dirtyJJ	B-movie.name
dancingNN	I-movie.name
	
castVVN	O
ofIN	O
dirtyJJ	B-movie.name
dancingNN	I-movie.name
	
findVV	O
castNN	O
andCC	O
crewNN	O
forIN	O
dirtyJJ	B-movie.name
dancingNN	I-movie.name
	
searchNN	O
castNN	O
andCC	O
crewNN	O
forIN	O
dirtyJJ	B-movie.name
dancingNN	I-movie.name
	
searchNN	O
forIN	O
theDT	O
castNN	O
andCC	O
crewNN	O
forIN	O
theDT	O
movieNN	O
dirtyJJ	B-movie.name
dancingNN	I-movie.name
	
showVV	O
mePP	O
theDT	O
castNN	O
andCC	O
listNN	O
forIN	O
dirtyJJ	B-movie.name
dancingNN	I-movie.name
	
whoWP	O
starredVVD	O
inIN	O
dirtyJJ	B-movie.name
dancingNN	I-movie.name
	
whoWP	O
starredVVD	O
inIN	O
dirtyJJ	B-movie.name
dancingNN	I-movie.name
	
whoWP	O
wereVBD	O
theDT	O
starsNNS	O
ofIN	O
dirtyJJ	B-movie.name
dancingNN	I-movie.name
	
whoWP	O
wasVBD	O
theDT	O
maleJJ	O
starNN	O
ofIN	O
titanicJJ	B-movie.name
	
whoWP	O
starredVVD	O
inIN	O
taxiNN	B-movie.name
	
whoWP	O
playedVVD	O
inIN	O
theDT	B-movie.name
orangesNNS	I-movie.name
	
actorsNNS	O
forIN	O
lifeNN	B-movie.name
isVBZ	I-movie.name
beautifulJJ	I-movie.name
	
whoWP	O
areVBP	O
theDT	O
leadJJ	O
actorsNNS	O
inIN	O
lifeNN	B-movie.name
isVBZ	I-movie.name
beautifulJJ	I-movie.name
	
findVV	O
theDT	O
maleJJ	O
actorNN	O
fromIN	O
theDT	O
movieNN	O
bornVVN	B-movie.name
freeJJ	I-movie.name
	
actorNN	O
fromIN	O
ironNN	B-movie.name
manNN	I-movie.name
	
showsNNS	O
actorsNNS	O
inIN	O
shootNN	B-movie.name
toTO	I-movie.name
killVV	I-movie.name
	
whichWDT	O
actorsNNS	O
starredVVN	O
inIN	O
hitchNN	B-movie.name
	
whoWP	O
areVBP	O
allRB	O
ofIN	O
theDT	O
actorsNNS	O
inIN	O
hitchNN	B-movie.name
	
whoWP	O
wasVBD	O
theDT	O
leadJJ	O
actorNN	O
inIN	O
hitchNN	B-movie.name
	
whoWP	O
starredVVD	O
inIN	O
darkJJ	B-movie.name
knightNN	I-movie.name
risingVVG	I-movie.name
	
whoWP	O
playedVVD	O
nickNN	B-character.name
furyNN	I-character.name
inIN	O
theDT	B-movie.name
avengersNNS	I-movie.name
	
whoWP	O
wasVBD	O
theDT	O
leadJJ	O
actorNN	O
inIN	O
theDT	B-movie.name
avengersNNS	I-movie.name
	
whatWP	O
wasVBD	O
theDT	O
castNN	O
ofIN	O
blackJJ	B-movie.name
swanNN	I-movie.name
	
whoWP	O
actedVVD	O
inIN	O
blackJJ	B-movie.name
swanNN	I-movie.name
	
whoWP	O
wasVBD	O
inIN	O
blackJJ	B-movie.name
swanNN	I-movie.name
	
whoWP	O
wasVBD	O
theDT	O
leadNN	O
inIN	O
blackJJ	B-movie.name
swanNN	I-movie.name
	
actorsNNS	O
inIN	O
starNN	B-movie.name
warsNNS	I-movie.name
fourCD	I-movie.name
	
whatWP	O
wasVBD	O
theDT	O
actorNN	O
whoWP	O
playedVVD	O
esmeNN	B-character.name
inIN	O
twilightNN	B-movie.name
	
whoWP	O
playedVVD	O
esmeNN	B-character.name
inIN	O
twilightNN	B-movie.name
	
whoWP	O
starredVVD	O
inIN	O
theDT	B-movie.name
parentNN	I-movie.name
trapNN	I-movie.name
	
castNN	O
andCC	O
crewNN	O
forIN	O
hitchNN	B-movie.name
	
castNN	O
andCC	O
crewNN	O
ofIN	O
hitchNN	B-movie.name
	
castNN	O
hitchNN	B-movie.name
	
hitchNN	B-movie.name
crewNN	O
	
listNN	O
castNN	O
hitchNN	B-movie.name
	
showVV	O
mePP	O
hitchNN	B-movie.name
'sPOS	O
castNN	O
	
showVV	O
theDT	O
castNN	O
ofIN	O
hitchNN	B-movie.name
	
whatWP	O
actorsNNS	O
appearedVVD	O
inIN	O
theDT	O
movieNN	O
hitchNN	B-movie.name
	
whatWP	O
actorsNNS	O
playedVVN	O
inIN	O
theDT	O
moviesNNS	O
hitchNN	B-movie.name
	
whatWP	O
wasVBD	O
theDT	O
castNN	O
ofIN	O
hitchNN	B-movie.name
	
whoWP	O
starredVVD	O
inIN	O
hitchNN	B-movie.name
	
whoWP	O
starredVVD	O
inIN	O
theDT	O
movieNN	O
hitchNN	B-movie.name
	
whoWP	O
starsVVZ	O
inIN	O
hitchNN	B-movie.name
	
whoWP	O
wasVBD	O
inIN	O
hitchNN	B-movie.name
	
whoWP	O
wasVBD	O
inIN	O
theDT	O
movieNN	O
hitchNN	B-movie.name
	
whoWP	O
wasVBD	O
theDT	O
starNN	O
inIN	O
hitchNN	B-movie.name
	
voiceNN	O
actorNN	O
forIN	O
homerNN	B-character.name
simpsonNN	I-character.name
	
whoWP	O
isVBZ	O
inIN	O
theDT	O
movieNN	O
twoCD	B-movie.name
canMD	I-movie.name
playVV	I-movie.name
thatDT	I-movie.name
gameNN	I-movie.name
	
actressNN	O
fromIN	O
goneVVN	B-movie.name
withIN	I-movie.name
theDT	I-movie.name
windNN	I-movie.name
	
whoWP	O
areVBP	O
theDT	O
leadJJ	O
actorsNNS	O
inIN	O
thisDT	O
movieNN	O
	
showVV	O
mePP	O
informationNN	O
onIN	O
theDT	O
castNN	O
andCC	O
crewNN	O
ofIN	O
pitchperfectNN	B-movie.name
	
actorsNNS	O
inIN	O
houseNN	B-movie.name
atIN	I-movie.name
theDT	I-movie.name
endNN	I-movie.name
ofIN	I-movie.name
theDT	I-movie.name
streetNN	I-movie.name
	
canMD	O
iNNS	O
seeVV	O
theDT	O
castNN	O
andCC	O
crewNN	O
forIN	O
houseNN	B-movie.name
atIN	I-movie.name
theDT	I-movie.name
endNN	I-movie.name
ofIN	I-movie.name
theDT	I-movie.name
streetNN	I-movie.name
	
castNN	O
andCC	O
crewNN	O
forIN	O
houseNN	B-movie.name
atIN	I-movie.name
theDT	I-movie.name
endNN	I-movie.name
ofIN	I-movie.name
theDT	I-movie.name
streetNN	I-movie.name
	
castNN	O
andCC	O
crewNN	O
forIN	O
theDT	O
movieNN	O
houseNN	B-movie.name
atIN	I-movie.name
theDT	I-movie.name
endNN	I-movie.name
ofIN	I-movie.name
theDT	I-movie.name
streetNN	I-movie.name
	
whoWP	O
starsVVZ	O
onIN	O
theDT	O
houseNN	B-movie.name
atIN	I-movie.name
theDT	I-movie.name
endNN	I-movie.name
ofIN	I-movie.name
theDT	I-movie.name
streetNN	I-movie.name
	
whoWP	O
isVBZ	O
inIN	O
movieNN	O
	
whoWP	O
isVBZ	O
inIN	O
movieNN	O
	
whoWP	O
isVBZ	O
inIN	O
movieNN	O
	
whoWP	O
actsVVZ	O
inIN	O
foragerNN	B-movie.name
	
whoWP	O
starsVVZ	O
inIN	O
foragerNN	B-movie.name
	
whoWP	O
isVBZ	O
theDT	O
castNN	O
andCC	O
crewNN	O
forIN	O
nowRB	B-movie.name
foragerNN	I-movie.name
	
whoWP	O
wasVBD	O
inIN	O
nowRB	B-movie.name
	
actorNN	O
fromIN	O
modernJJ	B-movie.name
familyNN	I-movie.name
	
listVV	O
theDT	O
actorsNNS	O
inIN	O
foragerNN	B-movie.name
	
castNN	O
andCC	O
crewNN	O
ofIN	O
goNN	B-movie.name
	
whoWP	O
starredVVD	O
inRB	O
goVV	B-movie.name
	
whoWP	O
wasVBD	O
theDT	O
leadJJ	O
actressNN	O
inIN	O
theDT	B-movie.name
hungerNN	I-movie.name
gamesNNS	I-movie.name
	
showNN	O
castVVD	O
ofIN	O
movieNN	O
requestNN	B-movie.name
	
whatWP	O
isVBZ	O
theDT	O
castNN	O
inIN	O
residentJJ	B-movie.name
evilJJ	I-movie.name
retributionNN	I-movie.name
	
listVV	O
mePP	O
theDT	O
actorsNNS	O
forIN	O
topJJ	B-movie.name
gunNN	I-movie.name
	
whoWP	O
wasVBD	O
theDT	B-character.name
tinNN	I-character.name
manNN	I-character.name
inIN	O
wizardNN	B-movie.name
ofIN	I-movie.name
ozNP	I-movie.name
	
actressNN	O
inIN	O
humNN	B-movie.name
tumNN	I-movie.name
	
whoWP	O
wasVBD	O
theDT	O
actorNN	O
inIN	O
movieNN	O
humNN	B-movie.name
tumNN	I-movie.name
	
whoWP	O
isVBZ	O
inIN	O
barfiNNS	B-movie.name
	
whoWP	O
wasVBD	O
theDT	O
leadJJ	O
womanNN	O
inIN	O
theDT	B-movie.name
savagesNNS	I-movie.name
	
findVV	O
theDT	O
nameNN	O
ofIN	O
theDT	O
actorNN	O
whoWP	O
playedVVD	O
jackNN	B-character.name
inIN	O
theDT	O
movieNN	O
titanicJJ	B-movie.name
	
theDT	O
nameNN	O
ofIN	O
theDT	O
maleJJ	O
leadNN	O
inIN	O
theDT	O
movieNN	O
titanicJJ	B-movie.name
	
whatWP	O
isVBZ	O
theDT	O
nameNN	O
ofIN	O
theDT	O
leadJJ	O
actorNN	O
inIN	O
theDT	O
titanicJJ	B-movie.name
	
showVV	O
mePP	O
whoWP	O
playedVVD	O
whatWP	O
roleNN	O
inIN	O
goNN	B-movie.name
	
iNP	O
cannotMD	O
rememberVV	O
theDT	O
nameNN	O
ofIN	O
theDT	O
actorNN	O
inIN	O
prettyJJ	B-movie.name
womenNNS	I-movie.name
	
whatWP	O
isVBZ	O
theDT	O
nameNN	O
ofIN	O
theDT	O
actorNN	O
whoWP	O
wasVBD	O
inIN	O
theDT	B-movie.name
parentNN	I-movie.name
trapNN	I-movie.name
	
findVV	O
nameNN	O
ofIN	O
mainJJ	O
actorNN	O
inIN	O
theDT	O
movieNN	O
theDT	B-movie.name
helpNN	I-movie.name
	
lookingVVG	O
forIN	O
namesNNS	O
ofIN	O
crewNN	O
membersNNS	O
ofIN	O
apolloNN	B-movie.name
thirteenCD	I-movie.name
	
iNP	O
canNN	O
'tNN	O
figureNN	O
outIN	O
theDT	O
nameNN	O
ofIN	O
theDT	O
leadJJ	O
guyNN	O
inIN	O
theDT	B-movie.name
avengersNNS	I-movie.name
	
whatWP	O
wereVBD	O
theDT	O
namesNNS	O
ofIN	O
theDT	O
ladiesNNS	O
inIN	O
factsNNS	I-movie.name
ofIN	I-movie.name
lifeNN	I-movie.name
	
howWRB	O
oldNN	O
isVBZ	O
stevenJJ	B-person.name
spielbergNN	I-person.name
	
whenWRB	O
stevenJJ	B-person.name
spielbergNN	I-person.name
bornVVN	O
	
whatWP	O
isVBZ	O
tomNN	B-person.name
cruiseNN	I-person.name
'sPOS	O
birthdayNN	O
	
whenWRB	O
wasVBD	O
tomNN	B-person.name
cruiseNN	I-person.name
bornVVN	O
	
whenWRB	O
isVBZ	O
willNN	B-person.name
ferrellNN	I-person.name
'sPOS	O
birthdayNN	O
	
howWRB	O
oldNN	O
isVBZ	O
kristenNN	B-person.name
stewartNN	I-person.name
	
howWRB	O
muchRB	O
didVVD	O
itPP	O
costVVD	O
toTO	O
produceVV	O
theDT	B-movie.name
darkJJ	I-movie.name
nightNN	I-movie.name
	
howWRB	O
muchRB	O
didVVD	O
theDT	B-movie.name
darkJJ	I-movie.name
nightNN	I-movie.name
costNN	O
toTO	O
produceVV	O
	
whatWP	O
wasVBD	O
theDT	B-movie.name
darkJJ	I-movie.name
nightNN	I-movie.name
budgetNN	O
	
theDT	B-movie.name
godfatherNN	I-movie.name
'sPOS	O
budgetNN	O
	
budgetNN	O
forIN	O
theDT	B-movie.name
blindJJ	I-movie.name
sideNN	I-movie.name
	
iNNS	O
wantVVP	O
toTO	O
lookVV	O
upRP	O
theDT	O
budgetNN	O
ofIN	O
freedomNN	B-movie.name
writersNNS	I-movie.name
	
iNP	O
wouldMD	O
likeVV	O
toTO	O
lookVV	O
upRP	O
theDT	O
budgetNN	O
ofIN	O
freedomNN	B-movie.name
writersNNS	I-movie.name
	
lookVV	O
forIN	O
theDT	O
budgetNN	O
ofIN	O
freedomNN	B-movie.name
writersNNS	I-movie.name
	
howWRB	O
muchRB	O
wasVBD	O
hungerNN	B-movie.name
gamesNNS	I-movie.name
madeVVN	O
forIN	O
	
howWRB	O
muchRB	O
wasVBD	O
theDT	O
budgetNN	O
forIN	O
theDT	B-movie.name
hungerNN	I-movie.name
gamesNNS	I-movie.name
	
howWRB	O
muchRB	O
didVVD	O
blackJJ	B-movie.name
swanNN	I-movie.name
costNN	O
	
howWRB	O
muchRB	O
didVVD	O
hollywoodNN	O
payNN	O
forIN	O
blackJJ	B-movie.name
swanNN	I-movie.name
	
whatWP	O
wasVBD	O
theDT	O
budgetNN	O
forIN	O
blackJJ	B-movie.name
swanNN	I-movie.name
	
whatWP	O
wereVBD	O
productionNN	O
costsNNS	O
forIN	O
blackJJ	B-movie.name
swanNN	I-movie.name
	
whatWP	O
wasVBD	O
theDT	O
budgetNN	O
forIN	O
wrongJJ	B-movie.name
turnNN	I-movie.name
	
searchNN	O
forIN	O
theDT	O
budgetNN	O
ofIN	O
stepNN	B-movie.name
upRB	I-movie.name
	
budgetNN	O
forIN	O
titanicJJ	B-movie.name
	
budgetNN	O
forIN	O
titanicJJ	B-movie.name
	
budgetNN	O
forIN	O
titanicJJ	B-movie.name
movieNN	O
	
howWRB	O
muchRB	O
didVVD	O
titanicJJ	B-movie.name
costNN	O
toTO	O
makeVV	O
	
howWRB	O
muchRB	O
wasVBD	O
theDT	O
totalJJ	O
budgetNN	O
forIN	O
theDT	O
titanicJJ	B-movie.name
	
whatWP	O
wasVBD	O
titanicJJ	B-movie.name
'sPOS	O
budgetNN	O
	
whatWP	O
wasVBD	O
theDT	O
budgetNN	O
forIN	O
courageousJJ	B-movie.name
	
whatWP	O
wasVBD	O
theDT	O
budgetNN	O
forIN	O
facingVVG	B-movie.name
theDT	I-movie.name
giantsNNS	I-movie.name
	
budgetNN	O
ofIN	O
heroineNN	B-movie.name
	
findingVVG	O
theDT	O
bugetNN	O
ofIN	O
heroineNN	B-movie.name
	
lookingVVG	O
ofIN	O
movieNN	O
heroineNN	B-movie.name
'sPOS	O
budgetNN	O
	
whatWP	O
isVBZ	O
theDT	O
bugetNN	O
ofIN	O
movieNN	O
heroineNN	B-movie.name
	
howWRB	O
muchRB	O
didVVD	O
itPP	O
costVVD	O
toTO	O
makeVV	O
jurassicJJ	B-movie.name
parkNN	I-movie.name
	
whatWP	O
wasVBD	O
theDT	O
budgetNN	O
forIN	O
jurassicJJ	B-movie.name
parkNN	I-movie.name
	
howWRB	O
muchRB	O
didVVD	O
jamesNNS	B-director.name
cameronNN	I-director.name
haveVHP	O
toTO	O
spendVV	O
toTO	O
makeVV	O
avatarNN	B-movie.name
	
avatarNN	B-movie.name
mustMD	O
haveVH	O
costVVN	O
aDT	O
bundleNN	O
	
didVVD	O
theDT	O
avatarNN	B-movie.name
movieNN	O
haveVHP	O
aDT	O
budgetNN	O
forIN	O
spendingNN	O
	
getVV	O
mePP	O
infoNN	O
onIN	O
theDT	O
budgetNN	O
forIN	O
avatarNN	B-movie.name
	
howWRB	O
muchRB	O
didVVD	O
itPP	O
costVVD	O
toTO	O
makeVV	O
avatarNN	B-movie.name
	
howWRB	O
muchRB	O
didVVD	O
theDT	O
studioNN	O
spendVVP	O
toTO	O
makeVV	O
avatarNN	B-movie.name
	
howWRB	O
muchJJ	O
moneyNN	O
wasVBD	O
budgetedVVN	O
forIN	O
theDT	O
avatarNN	B-movie.name
movieNN	O
	
iNNS	O
needVVP	O
toTO	O
knowVV	O
theDT	O
budgetNN	O
ofIN	O
theDT	O
movieNN	O
avatarNN	B-movie.name
	
iNNS	O
wantVVP	O
toTO	O
knowVV	O
theDT	O
avatarNN	B-movie.name
'sPOS	O
budgetNN	O
	
listVV	O
theDT	O
budgetNN	O
forIN	O
avatarNN	B-movie.name
	
showVV	O
mePP	O
whatWP	O
wasVBD	O
theDT	O
budgetNN	O
ofIN	O
theDT	O
movieNN	O
avatarNN	B-movie.name
	
whatWP	O
didVVD	O
theDT	O
movieNN	O
avatarNN	B-movie.name
costNN	O
toTO	O
makeVV	O
	
whatWP	O
wasVBD	O
avatarNN	B-movie.name
'sPOS	O
budgetNN	O
	
whatWP	O
wasVBD	O
theDT	O
budgetNN	O
forIN	O
avatarNN	B-movie.name
	
whatWP	O
wasVBD	O
theDT	O
budgetNN	O
forIN	O
avatarNN	B-movie.name
	
whatWP	O
wasVBD	O
theDT	O
budgetNN	O
forIN	O
avatarNN	B-movie.name
	
whatWP	O
wasVBD	O
theDT	O
budgetNN	O
forIN	O
theDT	O
movieNN	O
avatarNN	B-movie.name
	
whatWP	O
wasVBD	O
theDT	O
budgetNN	O
ofIN	O
theDT	O
movieNN	O
avatarNN	B-movie.name
	
howWRB	O
muchRB	O
didVVD	O
theDT	O
movieNN	O
avatarNN	B-movie.name
costNN	O
	
howWRB	O
muchJJ	O
moneyNN	O
wasVBD	O
spentVVN	O
onIN	O
batmanNN	B-movie.name
	
tellVV	O
mePP	O
theDT	O
budgetNN	O
forIN	O
theDT	O
movieNN	O
batmanNN	B-movie.name
	
howWRB	O
muchRB	O
didVVD	O
batmanNN	B-movie.name
beginsVVZ	I-movie.name
costNN	O
	
howWRB	O
muchRB	O
wasVBD	O
itPP	O
toTO	O
makeVV	O
theDT	O
filmNN	O
batmanNN	B-movie.name
beginsVVZ	I-movie.name
	
budgetNN	O
forIN	O
theDT	B-movie.name
avengersNNS	I-movie.name
	
howWRB	O
muchRB	O
didVVD	O
itPP	O
takeVVP	O
toTO	O
makeVV	O
theDT	B-movie.name
avengersNNS	I-movie.name
	
whatWP	O
wasVBD	O
theDT	O
budgetNN	O
forIN	O
theDT	B-movie.name
avengersNNS	I-movie.name
	
whatWP	O
wasVBD	O
theDT	O
budgetNN	O
forIN	O
citizenNN	B-movie.name
kaneNN	I-movie.name
	
findVV	O
outIN	O
theDT	O
budgetNN	O
ofIN	O
cujoNN	B-movie.name
	
budgetNN	O
forIN	O
goneVVN	B-movie.name
withIN	I-movie.name
theDT	I-movie.name
windNN	I-movie.name
	
goneVVN	B-movie.name
withIN	I-movie.name
theDT	I-movie.name
windNN	I-movie.name
'sPOS	O
budgetNN	O
informationNN	O
pleaseRB	O
	
